Abbreviation	Equation	Lower	Upper	Present	Synthetic objective	GeneAssociation	Knockout cost	Knockin cost
UAGPT3	[c] : uacgam + uagmda --> h + uaagmda + udp			1	0	((b0090))	1	1
UAMAGS	[c] : atp + glu-D + uama --> adp + h + pi + uamag			1	0	((b0088))	1	1
UAMAS	[c] : ala-L + atp + uamr --> adp + h + pi + uama			1	0	((b0091))	1	1
UAPGR	[c] : h + nadph + uaccg --> nadp + uamr			1	0	((b3972))	1	1
UDCPDP	[c] : h2o + udcpdp --> h + pi + udcpp			1	0	((((b0841)_OR_(b1278)_OR_(b3057))))	3	1
UDCPDPpp	[p] : h2o + udcpdp --> h + pi + udcpp			1	0	((((b0841)_OR_(b1278)_OR_(b3057))))	3	1
UDCPDPS	[c] : frdp + (8) ipdp --> (8) ppi + udcpdp			1	0	((b0174))	1	1
UDCPPtppi	udcpp[p] --> udcpp[c]			1	0		0	0
UDPACGALtex	udpacgal[e] <==> udpacgal[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
UDPG4E	[c] : udpg <==> udpgal			1	0	((b0759))	1	1
UDPGALM	[c] : udpgal --> udpgalfur			1	0	((b2036))	1	1
UDPGALPpp	[p] : h2o + udpgal --> gal1p + (2) h + ump			1	0	((b0480))	1	1
UDPGALtex	udpgal[e] <==> udpgal[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
UDPGD	[c] : h2o + (2) nad + udpg --> (3) h + (2) nadh + udpglcur			1	0	((b2028))	1	1
UDPGDC	[c] : nad + udpglcur --> co2 + nadh + udpLa4o			1	0	((b2255))	1	1
UDPGLCURtex	udpglcur[e] <==> udpglcur[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
UDPGPpp	[p] : h2o + udpg --> g1p + (2) h + ump			1	0	((b0480))	1	1
UDPGtex	udpg[e] <==> udpg[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
UDPKAAT	[c] : glu-L + udpLa4o <==> akg + udpLa4n			1	0	((b2253))	1	1
UGLCURPpp	[p] : h2o + udpglcur --> glcur1p + (2) h + ump			1	0	((b0480))	1	1
UGLT	[c] : gal1p + udpg <==> g1p + udpgal			1	0	((b0758))	1	1
UGLYCH	[c] : (2) h + h2o + urdglyc --> co2 + glx + (2) nh4			1	0	((b0505))	1	1
UGMDDS	[c] : alaala + atp + ugmd --> adp + h + pi + ugmda			1	0	((b0086))	1	1
UHGADA	[c] : h2o + u3aga --> ac + u3hga			1	0	((b0096))	1	1
ULA4NFT	[c] : 10fthf + udpLa4n --> h + thf + udpLa4fn			1	0	((b2255))	1	1
ULA4Ntppi	uLa4n[c] --> uLa4n[p]			1	0		0	0
UM3PL	[c] : LalaDgluMdap + atp + uamr --> adp + h + pi + ugmd			1	0	((b4233))	1	1
UM4PCP	[c] : h2o + um4p --> ala-D + ugmd			1	0	((b1192))	1	1
UM4PL	[c] : LalaDgluMdapDala + atp + uamr --> adp + h + pi + um4p			1	0	((b4233))	1	1
UMPK	[c] : atp + ump <==> adp + udp			1	0	((((b0171)_OR_(b0910))))	2	1
UMPtex	ump[e] <==> ump[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
UNK3	[c] : 2kmb + glu-L --> akg + met-L			1	0		0	0
UPLA4FNF	[c] : h2o + uLa4fn --> for + uLa4n			1	0		0	0
UPLA4FNT	[c] : udcpp + udpLa4fn --> uLa4fn + udp			1	0	((b2254))	1	1
UPP3MT	[c] : (2) amet + uppg3 --> (2) ahcys + dscl + h			1	0	((((b3368)_OR_(b3803))))	2	1
UPP3S	[c] : hmbil --> h2o + uppg3			1	0	((b3804))	1	1
UPPDC1	[c] : (4) h + uppg3 --> (4) co2 + cpppg3			1	0	((b3997))	1	1
UPPRT	[c] : prpp + ura --> ppi + ump			1	0	((b2498))	1	1
URAt2pp	h[p] + ura[p] --> h[c] + ura[c]			1	0	((b2497))	1	1
URAt2rpp	h[p] + ura[p] <==> h[c] + ura[c]			1	0	((b1006))	1	1
URAtex	ura[e] <==> ura[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
URDGLYCD	[c] : nad + urdglyc --> h + nadh + oxur			1	0	((b0517))	1	1
UREAtex	urea[e] <==> urea[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
UREAtpp	urea[p] <==> urea[c]			1	0	((b3927))	1	1
URIC	[c] : (2) h2o + o2 + urate --> alltn + co2 + h2o2			1	0		0	0
URIDK2r	[c] : atp + dump <==> adp + dudp			1	0	((b0171))	1	1
URIH	[c] : h2o + uri --> rib-D + ura			1	0	((((b0030)_OR_(b0651)_OR_(b2162))))	3	1
URIK2	[c] : gtp + uri --> gdp + h + ump			1	0	((b2066))	1	1
URIt2pp	h[p] + uri[p] --> h[c] + uri[c]			1	0	((((b2393)_OR_(b2964))))	2	1
URIt2rpp	h[p] + uri[p] <==> h[c] + uri[c]			1	0	((b2406))	1	1
URItex	uri[e] <==> uri[p]			1	0	((b0411))	1	1
USHD	[c] : h2o + u23ga --> (2) h + lipidX + ump			1	0	((b0524))	1	1
VALabcpp	atp[c] + h2o[c] + val-L[p] --> adp[c] + h[c] + pi[c] + val-L[c]			1	0	((((b3454_AND_b3455_AND_b3456_AND_b3457_AND_b3460))))	1	5
VALt2rpp	h[p] + val-L[p] <==> h[c] + val-L[c]			1	0	((b0401))	1	1
VALTA	[c] : akg + val-L <==> 3mob + glu-L			1	0	((b3770))	1	1
VALtex	val-L[e] <==> val-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
VALTRS	[c] : atp + trnaval + val-L --> amp + ppi + valtrna			1	0	((b4258))	1	1
VPAMT	[c] : 3mob + ala-L --> pyr + val-L			1	0	((b3572))	1	1
X5PL3E	[c] : xu5p-L --> ru5p-L			1	0	((b4197))	1	1
XAND	[c] : h2o + nad + xan --> h + nadh + urate			1	0	((((b2866_AND_b2867_AND_b2868))))	1	3
XANt2pp	h[p] + xan[p] --> h[c] + xan[c]			1	0	((b3654))	1	1
XANtex	xan[e] <==> xan[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
XANtpp	xan[p] <==> xan[c]			1	0		0	0
XMPtex	xmp[e] <==> xmp[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
XPPT	[c] : prpp + xan --> ppi + xmp			1	0	((b0238))	1	1
XTSNH	[c] : h2o + xtsn --> rib-D + xan			1	0	((b0030))	1	1
XTSNt2rpp	h[p] + xtsn[p] <==> h[c] + xtsn[c]			1	0	((b2406))	1	1
XTSNtex	xtsn[e] <==> xtsn[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
XYLabcpp	atp[c] + h2o[c] + xyl-D[p] --> adp[c] + h[c] + pi[c] + xyl-D[c]			1	0	((((b3566_AND_b3567_AND_b3568))))	1	3
XYLI1	[c] : xyl-D <==> xylu-D			1	0	((b3565))	1	1
XYLI2	[c] : glc-D <==> fru			1	0	((b3565))	1	1
XYLK	[c] : atp + xylu-D --> adp + h + xu5p-D			1	0	((((b0063)_OR_(b3564))))	2	1
XYLK2	[c] : atp + xylu-L --> adp + h + xu5p-L			1	0	((((b0063)_OR_(b3580))))	2	1
XYLt2pp	h[p] + xyl-D[p] --> h[c] + xyl-D[c]			1	0	((b4031))	1	1
XYLtex	xyl-D[e] <==> xyl-D[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
XYLUt2pp	h[p] + xylu-L[p] --> h[c] + xylu-L[c]			1	0	((((b3577_AND_b3578_AND_b3579))))	1	3
XYLUtex	xylu-L[e] <==> xylu-L[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ZN2abcpp	atp[c] + h2o[c] + zn2[c] --> adp[c] + h[c] + pi[c] + zn2[p]			1	0	((b3469))	1	1
ZN2t3pp	h[p] + zn2[c] --> h[c] + zn2[p]			1	0	((((b0752)_OR_(b3915))))	2	1
Zn2tex	zn2[e] <==> zn2[p]			1	0	((((b0241)_OR_(b0929)_OR_(b1377)_OR_(b2215))))	4	1
ZN2tpp	zn2[p] --> zn2[c]			1	0	((b3040))	1	1
ZNabcpp	atp[c] + h2o[c] + zn2[p] --> adp[c] + h[c] + pi[c] + zn2[c]			1	0	((((b1857_AND_b1858_AND_b1859))))	1	3
Biomass	(0.000223) 10fthf[c] + (0.000223) 2ohph[c] + (0.513700) ala-L[c] + (0.000223) amet[c] + (0.295800) arg-L[c] + (0.241100) asn-L[c] + (0.241100) asp-L[c] + (59.984000) atp[c] + (0.004737) ca2[c] + (0.004737) cl[c] + (0.000576) coa[c] + (0.003158) cobalt2[c] + (0.133500) ctp[c] + (0.003158) cu2[c] + (0.091580) cys-L[c] + (0.026170) datp[c] + (0.027020) dctp[c] + (0.027020) dgtp[c] + (0.026170) dttp[c] + (0.000223) fad[c] + (0.007106) fe2[c] + (0.007106) fe3[c] + (0.263200) gln-L[c] + (0.263200) glu-L[c] + (0.612600) gly[c] + (0.215100) gtp[c] + (54.462000) h2o[c] + (0.094740) his-L[c] + (0.290500) ile-L[c] + (0.177600) k[c] + (0.450500) leu-L[c] + (0.343200) lys-L[c] + (0.153700) met-L[c] + (0.007895) mg2[c] + (0.000223) mlthf[c] + (0.003158) mn2[c] + (0.003158) mobd[c] + (0.001831) nad[c] + (0.000447) nadp[c] + (0.011843) nh4[c] + (0.022330) pe160[c] + (0.026320) pe161[c] + (0.175900) phe-L[c] + (0.000223) pheme[c] + (0.221100) pro-L[c] + (0.000223) pydx5p[c] + (0.000223) ribflv[c] + (0.215800) ser-L[c] + (0.000223) sheme[c] + (0.003948) so4[c] + (0.000223) thf[c] + (0.000223) thmpp[c] + (0.253700) thr-L[c] + (0.056840) trp-L[c] + (0.137900) tyr-L[c] + (0.000055) udcpdp[c] + (0.144100) utp[c] + (0.423200) val-L[c] + (0.003158) zn2[c] + (0.019450) kdo2lipid4[e] + (0.013890) murein5px4p[p] + (0.041480) pe160[p] + (0.048890) pe161[p] --> (59.810000) adp[c] + (59.810000) h[c] + (59.806000) pi[c] + (0.773900) ppi[c]			1	0		0	0
