KEGG, CAS,PubChem,ChEBI,NIKKAJI,PDB-CCD,KNApSAcK,3DMET,LIPIDMAPS,GlycomeDB,CCSD,JCGGDB,LipidBank
C14842,82683-92-9,17395840,34586,J2.790.486F, , , , , , , , 
C14845, ,17395843,34390,J2.789.551D, , , , , , , , 
C14844,82683-93-0,17395842,34588,J2.790.487D, , , , , , , , 
C14847, ,17395845,34324,J2.789.570K, , , , , , , , 
C14846, ,17395844,34387,J1.591.166B, , , , , , , , 
C14849,36504-66-2,17395847,34564,J54.529E, , , , , , , , 
C14848, ,17395846,34228,J2.789.571I, , , , , , , , 
C07879,85-79-0,10081,247956,J3.887C, , , , , , , , 
C07870,14882-18-9,10072,261649,J792.026A, , , , , , , , 
C07871,28782-42-5,10073,4534,J21.376D, , , , , , , , 
C07872,915-30-0,10074,4639,J7.167F, , , , , , , , 
C07874,10041-19-7,10076,534,J8.977J, , , , , , , , 
C07875,94-25-7,10077,3231,J4.698A, , , , , , , , 
C07876,1309-42-8,10078,6637,J43.883I, , , , , , , , 
C07877,133-16-4,10079,3636,J5.584K, , , , , , , , 
G00956, , , , , , , , ,17826,452|22922|23104|29489|39369|43748,JCGG-STR008412, 
G00955, , , , , , , , ,17825,2795|3084|12008|22913|22914|29490|32894|39275|41270,JCGG-STR008411, 
G00954, , , , , , , , ,17824,20620|20999|27346|40652|44670,JCGG-STR008410, 
G00953, , , , , , , , ,16203,36352|37685|43786|43819|44977,JCGG-STR006710, 
G00951, , , , , , , , ,8542,7004|13573|43560|46715|7001,JCGG-STR029774, 
G00950, , , , , , , , ,17823,7839|26612|31614|43189|46008|46392|46444,JCGG-STR008409, 
C15828, ,47205153,80113, , , , , , , , , 
C15829, ,47205154,80114, , , , , , , , , 
C15820,61036-62-2,47205145,29687,J372.712B, , , , , , , , 
C15821,1393-12-0,47205146,80106,J1.933.401E, , , , , , , , 
C15822, ,47205147,80107,J2.041.063I, , , , , , , , 
C15823, ,47205148,80108, , , , , , , , , 
C15824, ,47205149,80109, , , , , , , , , 
C15825, ,47205150,80110, , , , , , , , , 
C15826, ,47205151,80111, , , , , , , , , 
C15827, ,47205152,80112, , , , , , , , , 
G09578, , , , , , , , ,23763,12513|16969|23674,JCGG-STR014814, 
G09579, , , , , , , , ,23764,21178,JCGG-STR014815, 
G09572, , , , , , , , , ,9510, , 
G09570, , , , , , , , ,23759,24701,JCGG-STR014809, 
G09571, , , , , , , , ,23760,9799|12558|14000|16498|22610,JCGG-STR014811, 
G09576, , , , , , , , , ,9509, , 
G09577, , , , , , , , ,23762,30729,JCGG-STR014813, 
G09574, , , , , , , , ,4143,3429,JCGG-STR025076, 
G09575, , , , , , , , ,23761,3403,JCGG-STR014812, 
G11135, , , , , , , , ,222, ,JCGG-STR013135, 
C20451, ,163312188, , , , , , , , , , 
C04067,759-65-9,6762,16879,J26.314A, , ,B00673, , , , , 
C04064, ,6761,18156,J366.479A,IP2, , , , , , , 
C20452,10254-99-6,163312189, , , , , , , , , , 
C04062,103597-56-4,6759,18225,J447.870C,ITP, ,B01713, , , , , 
C04063, ,6760,28858,J709.339J, , ,B01714, , , , , 
C20457, ,163312194, , , , , , , , , , 
C20456,145265-02-7,163312193, , , , , , , , , , 
C20459, ,163312196, , , , , , , , , , 
C20458, ,163312195, , , , , , , , , , 
C04068, ,6763,27687,J2.746.058E, , , , , , , , 
C04069, ,6764,16658, , , , , , , , , 
C20189, ,163311932, , , , , , , , , , 
C20188, ,163311931, , , , , , , , , , 
C20183,104809-16-7,163311926, , , , , , , , , , 
C20182, ,163311925, , , , , , , , , , 
C20181, ,163311924, , , , , , , , , , 
C20180, ,163311923, , , , , , , , , , 
C20187, ,163311930, , , , , , , , , , 
C20186, ,163311929, , , , , ,LMFA02000284, , , , 
C20185, ,163311928, , , , , , , , , , 
C20184, ,163311927, , , , , , , , , , 
C10953,51218-45-2,13136,6902,J1.898H, , , , , , , , 
C10952,122931-48-0,13135,8866,J646.756C, , , , , , , , 
C10951, ,13134,7100,J838.636F, , , , , , , , 
C10950,94125-34-5,13133,8523,J653.647F, , , , , , , , 
C10957,79277-27-3,13140,83453,J372.958C, , , , , , , , 
C10956,5259-88-1,13139,7858,J3.071F, , , , , , , , 
C10955,74222-97-2,13138,9348,J21.691G,1SM, , , , , , , 
C10954,52570-16-8,13137,7475,J1.060J, , , , , , , , 
C10959,96491-05-3,13142,9520,J405.449K, , , , , , , , 
C10958,77639-66-8,13141,8415,J33.167H, , , , , , , , 
G03545, , , , , , , , ,19516,21254|21257,JCGG-STR010257, 
G03547, , , , , , , , ,19517,9499|26708,JCGG-STR010258, 
G03541, , , , , , , , ,19514,2448|14658|14693|19063|19542,JCGG-STR010255, 
G03540, , , , , , , , ,19513,410|9501|9555,JCGG-STR010254, 
G03542, , , , , , , , ,19515,17718|22098,JCGG-STR010256, 
G03549, , , , , , , , ,19519,29284|38402,JCGG-STR010260, 
G03548, , , , , , , , ,19518,7701|7751,JCGG-STR010259, 
G02498, , , , , , , , ,18841,9484|11097|13066|15767|17441|17905|29310,JCGG-STR009524, 
G02499, , , , , , , , ,18842,14402|20335,JCGG-STR009525, 
G02490, , , , , , , , , ,22237|22239, , 
G02491, , , , , , , , ,18836,45701|45702,JCGG-STR009518, 
G02492, , , , , , , , , ,2797|30434, , 
G02493, , , , , , , , ,17131,22804|48440,JCGG-STR007669, 
G02494, , , , , , , , ,18837,36082|49190,JCGG-STR009519, 
G02495, , , , , , , , ,18838,15150|15808,JCGG-STR009520, 
G02496, , , , , , , , ,18839,32952|33817,JCGG-STR009521, 
G02497, , , , , , , , ,18840,14945|50406|50411,JCGG-STR009523, 
C17581, ,96023926,65027,J1.840.720E, , , , , , , , 
G06449, , , , , , , , ,21575,1296|50908,JCGG-STR012479, 
G06448, , , , , , , , ,21574,42829,JCGG-STR012478, 
G06447, , , , , , , , ,7326,31553,JCGG-STR028448, 
G06444, , , , , , , , ,21573,11283,JCGG-STR012477, 
G06443, , , , , , , , ,21572,1043|11286,JCGG-STR012476, 
G06442, , , , , , , , ,21571,19964,JCGG-STR012475, 
G06441, , , , , , , , ,21570,19968,JCGG-STR012474, 
G06440, , , , , , , , ,21569,5027,JCGG-STR012472, 
C13378, ,586122,32317,J2.783.892H, , , , , , , , 
C13373,7440-63-3,586117,49956|49957,J43.586D,XE, , , , , , , 
C13376,74849-93-7,586120,31377,J23.602K, , , , , , , , 
C13377,7487-94-7,586121,31823,J3.741I, , , , , , , , 
G01143, , , , , , , , ,17949,4686|16069|16657|18803|21270|21664,JCGG-STR008545, 
G01141, , , , , , , , ,17948,2955|3910|18993|33665,JCGG-STR008544, 
G01140, , , , , , , , , ,4709|23612|32275|48109, , 
G01147, , , , , , , , ,2228,1507|1658|5411|15274|22621,JCGG-STR013221,GSG1251|GSG3033
G01146, , , , , , , , ,17950,19654|25558|25641|29445|41506,JCGG-STR008547, 
G01145, , , , , , , , ,3715,14453|17006|23134|28562|34871,JCGG-STR024611,GSG1116
G01148, , , , , , , , ,595,1388|17864|23133|33720|36101,JCGG-STR026981,GSG1246
C07528,96-88-8,9731,6759,J4.726K, , , , , , , , 
C07529,2180-92-9|38396-39-3,9732,3215|77431,J299.255H|J7.351B, , , , , , , , 
C19909, ,135626375, , ,SIA, , , , , , , 
G10628, , , , , , , , ,230,108|3619|4085|11272|19532|25375|25656|30511|32454|38426|41576|42831|43936|43938|44023,JCGG-STR013995, 
G10629, , , , , , , , ,228,116|3373|24347|25654|26282|32452|38424|41566|43937,JCGG-STR013782, 
C10626,148717-77-5,12809,10116,J640.359J, ,C00002370,B04007, , , , , 
C10928,15972-60-8,13111,2533,J3.136D, , , , , , , , 
C10929,71626-11-4,13112,3009,J263.312D, , , , , , , , 
G10624, , , , , , , , ,177,9|3968|25653|28493|29527|32903|33539|37035|37525|39609|39611|43941|44395,JCGG-STR008276, 
G10625, , , , , , , , ,4446,29553|31664|42379,JCGG-STR025392, 
G10626, , , , , , , , ,178,94|95|96|9199|9347|14330|19389|27409|37490|45738,JCGG-STR008384, 
C19907,109-97-7,135626373, , , , , , , , , , 
C10628,17676-24-3,12811,435764,J16.129B, ,C00000722|C00042001,B04009, , , , , 
C19613,13804-51-8,135626102,83641, , , , , , , , , 
C19612,13059-96-6,124490281, , , , , , , , , , 
C19611, ,124490280, , ,MN3, , , , , , , 
G00231, , , , , , , , ,2379,1129|4632|7511|7512|7513|16450|24194|47791,JCGG-STR014842, 
C19617, ,135626105, , , , , , , , , , 
C08038,18472-51-0,10238, , , , , , , , , , 
G00234, , , , , , , , ,17405,1406|1407|20549|33349|34687,JCGG-STR007960, 
C19614, ,124490282, , , , , , , , , , 
C08034,126602-89-9,10234,8733,J508.358C, , , , , , , , 
C08037,8001-54-5,10237,3020,J628I, , , , , , , , 
G00239, , , , , , , , ,17409, ,JCGG-STR007964, 
C08031,3521-62-8,10231,4846,J383.158B, , , ,LMPK04000015, , , , 
C08033,112362-50-2,10233,4309,J492.987J, , , , , , , , 
C08032,120138-50-3,10232,8732,J492.986A, , , , , , , , 
G11281, , , , , , , , ,24379, ,JCGG-STR015477, 
G11280, , , , , , , , ,24378, ,JCGG-STR015476, 
G11282, , , , , , , , ,24380, ,JCGG-STR015479, 
G11287, , , , , , , , ,24381, ,JCGG-STR015480, 
G11286, , , , , , , , ,24381, ,JCGG-STR015480, 
G11289, , , , , , , , ,24382, ,JCGG-STR015481, 
G07279, , , , , , , , ,22152,944|945|946|3074|6738|21786|24043|24390|24586|25082|38504,JCGG-STR013085, 
G07278, , , , , , , , ,22151,28455,JCGG-STR013084, 
G07273, , , , , , , , ,22146,19089,JCGG-STR013078, 
G07272, , , , , , , , ,22145,10026,JCGG-STR013077, 
G03950, , , , , , , , ,8559,2001,JCGG-STR029791, 
G07270, , , , , , , , ,22144,45599|45600,JCGG-STR013076, 
G07277, , , , , , , , ,22150,22323|38503,JCGG-STR013083, 
G07276, , , , , , , , ,22149,13805,JCGG-STR013081, 
G07275, , , , , , , , ,22148,12221,JCGG-STR013080, 
G07274, , , , , , , , ,22147,26628,JCGG-STR013079, 
C16937,3/1/3674,96023426,80808,J476.062J, , , , , , , , 
C16933, ,96023425,80807,J469.501A, , , , , , , , 
C16932,1108-68-5,96023424,80806,J7.257E, , , , , , , , 
C16931,470-37-1,96023423,80805,J12.037E, , , , , , , , 
C16930,501-92-8,96023422,50158,J6.195F, ,C00000621, , , , , , 
C16939,4373-41-5,96023428,66682,J22.580K, ,C00030742, , , , , , 
C16938, ,96023427,67862,J8.657F,KPT,C00024668, , , , , , 
G12738, , , , , , , , ,25122, ,JCGG-STR016256, 
G12730, , , , , , , , ,26696, ,JCGG-STR017962, 
G12731, , , , , , , , ,26114, ,JCGG-STR017328, 
G12732, , , , , , , , ,6922, ,JCGG-STR028014, 
G12734, , , , , , , , ,25554, ,JCGG-STR016717, 
G12736, , , , , , , , ,26550, ,JCGG-STR017805, 
G12737, , , , , , , , ,16730, ,JCGG-STR007257, 
C09025,639-43-0,11217,70499,J13.576C, ,C00001680,B02623, , , , , 
C09024,483-04-5,11216,2524,J13.108C,AJN,C00001678,B02622, , , , , 
C09027,3512-87-6,11219,2532,J14.879B, ,C00001682,B05306, , , , , 
C09026,639-36-1,11218,2531,J13.575E, ,C00001681,B05305, , , , , 
C09021,2134-82-9,11213,2502,J82.043A, ,C00001675,B02620, , , , , 
C09020,20072-28-0,11212,2488,J82.368F, ,C00001674,B02619, , , , , 
C09023,548-42-5,11215,2519,J6.445I, ,C00001677,B02621, , , , , 
C09022,2912-11-0,11214,2503,J14.412F, ,C00001676,B05304, , , , , 
C09029,17398-11-7,11221,8623,J14.302B, ,C00002441,B02625, , , , , 
C09028,642-18-2,11220,2612,J39.244H, ,C00001683,B02624, , , , , 
C16537, ,51090866,42504,J3.656K,F15,C00007423, ,LMFA01010015, , , ,DFA0015
G11279, , , , , , , , ,24377, ,JCGG-STR015475, 
C14395,98-83-9,17395395,35060,J3.582C, , , , , , , , 
C14394,99-99-0,17395394,35227,J3.999C, , , , , , , , 
C14397,97-00-7,17395397,34718,J3.974H, , , , , , , , 
C14396,98-82-8,17395396,34656,J3.581E, , , , , , , , 
C14391,7773-34-4,17395391,34701,J48.676K, , , , , , , , 
C14390,111-71-7,17395390,34787,J5.520D, ,C00034880, ,LMFA06000001, , , ,DLD0018
C14393,94-18-8,17395393,34571,J61.591I, , , , , , , , 
C14392,474-86-2,17395392,42309,J5.967F,EQI, , ,LMST02010026, , , , 
C14399,96-23-1,17395399,18917,J3.964K, , , , , , , , 
C14398,96-45-7,17395398,34750,J3.970E, , , , , , , , 
C16536, ,51090865,80550,J2.803.679E, , , ,LMFA01030289, , , ,DFA0099
C14649,2226-70-2,17395649,34161,J239.115E, , , , , , , , 
C14648,2477-73-8,17395648,34473,J66.972E, , , , , , , , 
C14647,11/9/2527,17395647,34585,J7.600G, , , , , , , , 
C14646,2625-60-7,17395646,34929,J83.642G, , , , , , , , 
C14645,26443-03-8,17395645,34746,J248.942B, , , , , , , , 
C14644,2646-30-2,17395644,34391,J49.092J, , , , , , , , 
C14643,2668-66-8,17395643,34829,J7.644I, , , , , , , ,SST0257
C14642,2919-66-6,17395642,34831,J7.935I, , , , , , , , 
C14641,303-43-5,17395641,46898,J193.711A,2OB, , ,LMST01020003, , , , 
C14640,313-06-4,17395640,34745,J5.661H, , , , , , , , 
C04264, ,6929,17468|8934,J367.684F, , ,B00696, , , , , 
C04265, ,6930, ,J1.129.528B, , ,B01727, , , , , 
C04266, ,6931,27516, , , , , , , , , 
C04260, ,6925,16644, , , , , , , , , 
C04261, ,6926, , , , , , , , , , 
C04262, ,6927, , , , , , , , , , 
G01166, , , , , , , , ,17957,10902|12454|17429|17439|17752,JCGG-STR008554, 
C04268, ,6932,15952|68523,J2.749.614H,0FX, , , , , , , 
C08778,76-78-8,10971,8692,J13.927K, ,C00003726,B02400,LMPR0106110002, , , , 
C08779,33237-37-5,10972,8919,J37.128I, ,C00003727,B02401, , , , , 
C07790,82-88-2,9992,8065,J4.619A, , , , , , , , 
C02318, ,5371, , , , , , , , , , 
C07792,121679-13-8,9994,7478,J550.688C, , , , , , , , 
C08772,30248-05-6,10965,7567,J34.251C, ,C00003721,B05290, , , , , 
C08773,1063-77-0,10966,7609,J82.297C, ,C00003722,B02396, , , , , 
C08770,53663-03-9,10963,5988,J20.706C, ,C00003718,B02395, , , , , 
C08771,76-77-7,10964,7512,J4.184J, ,C00003720,B05289,LMPR0106110001, , , , 
C08776,33804-89-6,10969,8203,J34.258K, ,C00003724,B02398, , , , , 
C08777,59938-97-5,10970,8691,J1.550.050F, ,C00003725,B02399, , , , , 
C08774,2739-57-3,10967,35912,J711.147I, ,C00000158|C00001280, , , , , , 
C08775,751-03-1,10968,7713,J37.085A, ,C00003723,B02397, , , , , 
C01569,10592-17-3,4726,17702,J2.680.737I, , , , , , , , 
C01561,19356-17-3,4719,17933,J9.697K,VDY,C00040805,B04804,LMST03020246, , , ,VVD0273
C01562,20575-57-9,4720,17793,J16.804A, ,C00009389,B00319,LMPK12050056, , , , 
C01563,463-77-4|302-11-4,4721,28616,J39.572B,OUT, ,B00320, , , , , 
C01564,34675-84-8,4722,17340,J240.324B, , ,B00321, , , , , 
C01566,420-04-2,4723,16698,J2.584D,CNN, ,B00322, , , , , 
C01567,2005-98-3,4724,4071,J55.678E, , , , , , , , 
C15518, ,17396510,37640,J1.343.556A, , , ,LMST04030168, , , , 
C15519,2140-46-7,17396511,42977,J80.397I,HC3, , ,LMST01010018, , , ,SST0081|SST9041
C15514, ,17396506,20805,J575.846G, , , , , , , , 
C15515, ,17396507,52030,J472.757F, , , ,LMST04010025, , , ,BBA0025
C15516, ,17396508,52022,J563.909C, , , ,LMST05040010, , , , 
C15517,83-49-8,17396509,52023,J4.636A, ,C00030498, ,LMST04010024, , , ,BBA0024
C15510,77979-21-6,17396502,50036,J156.716K, ,C00009689, , , , , , 
C15511,61080-23-7,17396503,52086,J193.294B, ,C00009685, , , , , , 
C15512,103-79-7,17396504,52052,J31.101D, , , , , , , , 
C15513,140-11-4,17396505,52051,J2.950E,J0Z,C00035535, , , , , , 
C00219,506-32-1,3519,15843,J12.228I,ACD,C00000388,B00061,LMFA01030001, , , ,DFA0213
C00218,74-89-5,3518,16830,J1.431A,NME, ,B00060, , , , , 
C00211,9064-67-9,3511,3815,J209.142I, , , , , , , , 
C07246,79617-96-2,9455,9123,J33.072H,SRE, , , , , , , 
C07245,14611-51-9,9454,9086,J34.132K, , , , , , , , 
C00212,58-61-7,3512,16335,J4.501B,ADN,C00007444,B01189, , , , , 
C00215, ,3515,36976, , , , , , , , , 
C00214,50-89-5,3514,17748,J4.548I,THM,C00019698,B01191, , , , , 
C07241,89365-50-4,9450,64064|9011,J361.706H, , , , , , , , 
C07240,155213-67-5,9449,45409,J659.314C,RIT, , , , , , , 
C06118, ,8378,27450,J2.761.155I,UNF, ,B01975, , , , , 
G09978, , , , , , , , ,24005,8548,JCGG-STR015076, 
G09979, , , , , , , , ,24006,50324,JCGG-STR015077, 
G09976, , , , , , , , ,24004,37739,JCGG-STR015075, 
C06115, ,8377,6178,J1.342.746A,AHR|FUB, , , , , , , 
G09974, , , , , , , , ,11740,49096,JCGG-STR001896, 
G09975, , , , , , , , ,24003,3137,JCGG-STR015074, 
C06110, ,8372,4058, , , , , , , , , 
G09973, , , , , , , , ,24002,50638,JCGG-STR015073, 
G09970, , , , , , , , ,11741,49097,JCGG-STR001897, 
G09971, , , , , , , , ,24001,47042,JCGG-STR015072, 
C16090, ,47205400,80304,J2.797.759F, , , , , , , , 
C16091, ,47205401,80305,J1.611.230E, , , , , , , , 
C16092, ,47205402,80306,J1.611.231C, , , , , , , , 
C16093, ,47205403,80307,J1.611.232A, , , , , , , , 
C16094, ,47205404,80308,J21.694A, , , , , , , , 
C16095, ,47205405,80309,J2.797.767G, , , , , , , , 
C16096, ,47205406,80310,J380.107A, , , , , , , , 
C16097, ,47205407,80311,J258.433F, , , , , , , , 
C16098, ,47205408,80312,J260.381K, , , , , , , , 
C16099, ,47205409,80313,J2.203.135J, , , , , , , , 
C03548, ,6351,15900,J135.998C,EPO, ,B01670, , , , , 
C03898, ,6630,28167,J2.744.539J, ,C00004963,B00651,LMPK12112311, , , , 
C03899, ,6631,17491, , , , , , , , , 
C03897, ,6629,16557,J2.744.538A, ,C00004962,B00650,LMPK12112310, , , , 
C03894, ,6626,18025,J1.270.503D, , , , , , , , 
C03895, ,6627,15989, , , , , , , , , 
C03892, ,6624,37393, , , , ,LMGP05010000, , , , 
C03893, ,6625,27759, , , , , , , , , 
C03890, ,6623,8004, , , , , , , , , 
G04359, , , , , , , , ,20105,16513,JCGG-STR010898, 
G04358, , , , , , , , ,20104,42930,JCGG-STR010897, 
G04355, , , , , , , , ,20101,2021,JCGG-STR010894, 
G04354, , , , , , , , ,20100,39732,JCGG-STR010893, 
G04357, , , , , , , , ,20103,29620,JCGG-STR010896, 
G04356, , , , , , , , ,20102,25556,JCGG-STR010895, 
G04351, , , , , , , , ,20098,36312,JCGG-STR010889, 
G04350, , , , , , , , ,20097,1718,JCGG-STR010888, 
G04353, , , , , , , , ,20099,36315,JCGG-STR010890, 
G04352, , , , , , , , , ,36028|39376, , 
C18360, ,124489034,81706, , , , , , , , , 
C18361, ,124489035,81707, , , , , , , , , 
C18362,103475-41-8,124489036,76277, , , , , , , , , 
C18720,83657-24-3,124489394,81913, , , , , , , , , 
C18721,973-21-7,124489395,81914, , , , , , , , , 
C18722,957-51-7,124489396,81915, , , , , , , , , 
G01746, , , , , , , , ,4789,9485|15798|26756,JCGG-STR025749, 
C18724,129-67-9,124489398,81916, , , , , , , , , 
C18725,563-12-2,124489399,38663, , , , , , , , , 
C18726,67306-00-7,124489400,81917, , , , , , , , , 
C18727,120928-09-8,124489401,38593, , , , , , , , , 
C18728,900-95-8,124489402,81918, , , , , , , , , 
C18729,76-87-9,124489403,30473, , , , , , , , , 
C01314, ,4529,433,J2.732.430D, , , , , , , , 
C18365,37025-55-1,124489039,59204, , , , , , , , , 
C10557,40456-50-6,12740,4553,J257.868I, ,C00002598,B03955, , , , , 
C10556,19186-35-7,12739,4429,J16.374K, ,C00002597,B03954, , , , , 
C10555,82467-52-5,12738,4410,J1.033.305I, ,C00002596|C00007216,B03953, , , , , 
C10554,87402-88-8,12737,4401,J346.501B, ,C00000671,B03952, , , , , 
C10553,40505-27-9,12736,1730,J53.987B, ,C00002595,B03951, , , , , 
C10552,3590-93-0,12735,1729,J15.139D, ,C00002594,B03950, , , , , 
C10551,63700-40-3,12734,1959,J955.235I, ,C00002593,B03949, , , , , 
C10550,8/3/4433,12733,4361,J111.633I, ,C00002592,B03948, , , , , 
G01742, , , , , , , , ,18315,10452|19254|23426,JCGG-STR008946, 
C10559,22055-22-7,12742,4645,J359.026G, ,C00002600,B03957, , , , , 
C10558,24563-03-9,12741,543841,J17.476I, ,C00002599|C00039028,B03956, , , , , 
C11604, ,13769,7352,J2.775.246B, , , , , , , , 
C11605,35897-25-7,13770,7426,J668.680J, , , , , , , , 
C11606, ,13771,7427,J2.775.247K, , , , , , , , 
C11607, ,13772,7188,J2.775.248I, , , , , , , , 
C11600, ,13765,5846,J2.775.239J, , , , , , , , 
C11601,76433-29-9,13766,52099,J972.681K, , , , , , , , 
C11602, ,13767,6611,J1.243.647E,MC2, , , , , , , 
C11603,105554-27-6,13768,6979,J2.775.245D, , , , , , , , 
C11608, ,13773,7450,J2.775.249G, , , , , , , , 
C11609,28380-24-7,13774,7569,J19.064K, ,C00018750, , , , , , 
C17260, ,96023667,24279, , , , , , , , , 
C17261, ,96023668,80992, , , , , , , , , 
C17262, ,96023669,80993, , , , , , , , , 
C17263, ,96023670,80994, , , , , , , , , 
C17265, ,96023672,80996, , , , , , , , , 
C17266, ,96023673,80997, , , , , , , , , 
C17267, ,96023674,52857,J2.806.261C, , , , , , , , 
G07520, , , , , , , , ,22315,34725,JCGG-STR013261, 
C17588, ,96023933,65043, , , , , , , , , 
C19451,1705-85-7,124490123,82488, , , , , , , , , 
C19450,3351-30-2,124490122,82487, , , , , , , , , 
C19453,101-68-8,124490125,53218, , , , , , , , , 
C19452,99-80-9,124490124,82489, , , , , , , , , 
C19455,1706-01-0,124490127,82491, , , , , , , , , 
C19454,33543-31-6,124490126,82490, , , , , , , , , 
C19457,832-69-9,124490129,35860, , , , , , , , , 
C19456,924-42-5,124490128,82492, , , , , , , , , 
C19459,493-52-7,124490131,49770, ,MRE, , , , , , , 
C19458,85878-63-3,124490130,82493, , , , , , , , , 
C11144,115-10-6,13326,28887,J2.464C,2F2, , , , , , , 
C02538,481-97-0,5545,17474,J5.782G, , ,B04855,LMST02010043, , , , 
C19189,712-68-5,124489861,82286, , , , , , , , , 
C19188,97-56-3,124489860,82285, , , , , , , , , 
C19183,12070-12-1,124489855,82283, , , , , , , , , 
C19182,126-72-7,124489854,82282, , , , , , , , , 
C19181,66-27-3,124489853,25255, , , , , , , , , 
C19180,76180-96-6,124489852,42725, ,GIQ, , , , , , , 
C19187,60-09-3,124489859,233869, , , , , , , , , 
C19186,26148-68-5,124489858,82284, , , , , , , , , 
C19185,75-02-5,124489857,51314, , , , , , , , , 
C19184,593-60-2,124489856,51311, , , , , , , , , 
C06740, ,8962,16063,J2.764.053B, , , , , , , , 
C11148,16967-79-6,13330,28888,J974.086D, , , , , , , , 
C20226,134-81-6,163311969,51507, , , , , , , , , 
C16524,133524-70-6,51090853,63862,J631.874F, , , , , , , , 
C20224, ,163311967, , , , , , , , , , 
C20225, ,163311968, , , , , , , , , , 
C20222, ,163311965, , , , , , , , , , 
C20223, ,163311966, , , , , ,LMFA06000130, , , , 
C20220,183232-66-8,163311963, , , , , , , , , , 
C16525, ,51090854,73731,J394.182E, , , , , , , ,DFA0169
C20228, ,163311971, , , , , , , , , , 
C20229, ,163311972, , , , , , , , , , 
C09679,86413-81-2,11869,5649,J147.298D, ,C00003142,B05372, , , , , 
G07079, , , , , , , , ,22008,3660,JCGG-STR012934, 
G07078, , , , , , , , ,12820,13476,JCGG-STR003066, 
G07075, , , , , , , , ,34446,28060, , 
G07074, , , , , , , , ,22005,26900,JCGG-STR012931, 
G07077, , , , , , , , ,22007,33976,JCGG-STR012933, 
G07076, , , , , , , , ,22006,5790,JCGG-STR012932, 
G07071, , , , , , , , ,22002,20243,JCGG-STR012928, 
G07070, , , , , , , , ,22001,15653,JCGG-STR012927, 
G07073, , , , , , , , ,22004,26901,JCGG-STR012930, 
G07072, , , , , , , , ,22003,20153,JCGG-STR012929, 
C16528, ,51090857,65088,J2.803.625F, , , , , , , , 
C16529, ,51090858,52974,J554.420C, , , , , , , , 
C09674,19683-98-8,11864,5539,J77.229A, ,C00003137,B05369, , , , , 
C09675,489-84-9,11865,5550,J11.635A, ,C00003138,B03186,LMPR0103410006, , , , 
G08210, , , , , , , , ,22826,28224,JCGG-STR013811, 
G08211, , , , , , , , ,22827,28451,JCGG-STR013812, 
G08212, , , , , , , , ,22828,10983,JCGG-STR013813, 
G08213, , , , , , , , ,4745,36698,JCGG-STR025706, 
G08214, , , , , , , , ,22829,25002,JCGG-STR013814, 
G08215, , , , , , , , ,22830,40874,JCGG-STR013816, 
G08216, , , , , , , , ,22831,32161,JCGG-STR013817, 
G08217, , , , , , , , , ,12884, , 
G08218, , , , , , , , ,22832,20720,JCGG-STR013818, 
