CHEBI ID,KEGG ID,
73373,C17401,
51837,C18014,
81065,C17404,
49191,C18015,
81064,C17403,
49195,C18016,
81455,C18010,
51922,C18011,
42646,C18012,
81453,C18008,
81454,C18009,
81451,C18006,
81452,C18007,
65113,C18004,
65108,C18005,
81450,C18002,
71962,C18003,
73686,C18001,
49197,C18054,
50209,C18053,
81475,C18056,
81474,C18055,
51834,C18050,
50280,C18052,
50273,C18051,
81476,C18058,
50726,C18059,
81471,C18045,
35420,C18044,
41321,C18043,
81470,C18042,
81469,C18041,
81468,C18040,
55474,C18049,
51309,C18048,
81473,C18047,
81472,C18046,
5604,C10596,
5626,C10597,
5720,C10598,
5746,C10599,
81459,C18030,
22,C10591,
4765,C10590,
81461,C18032,
4954,C10593,
81460,C18031,
4766,C10592,
81463,C18034,
5385,C10595,
81462,C18033,
5059,C10594,
81465,C18036,
81464,C18035,
81467,C18038,
81466,C18037,
30834,C18039,
4039,C10587,
4311,C10588,
3929,C10585,
3932,C10586,
4345,C10589,
3540,C10580,
50207,C18023,
3916,C10584,
47899,C18022,
3915,C10583,
38257,C18021,
3804,C10582,
17219,C18020,
64977,C10581,
50250,C18027,
81456,C18026,
6750,C18025,
50208,C18024,
81458,C18029,
81457,C18028,
81126,C17488,
70437,C17487,
81125,C17486,
16377,C02462,
8530,C02461,
50602,C02463,
16517,C02466,
81127,C17489,
18258,C02465,
81121,C17480,
2989,C10572,
81501,C18099,
3333,C10573,
2745,C10570,
81500,C18097,
2879,C10571,
47951,C18098,
81124,C17484,
81498,C18095,
81123,C17483,
81499,C18096,
81122,C17482,
81496,C18093,
81497,C18094,
3536,C10579,
3518,C10578,
3451,C10577,
3361,C10576,
3350,C10575,
5203,C10574,
16846,C02467,
15436,C02469,
81117,C17475,
28539,C02473,
81116,C17474,
27525,C02472,
81119,C17477,
17726,C02471,
81118,C17476,
10072,C02470,
71201,C02470,
81120,C17479,
18145,C02477,
60579,C17478,
27907,C02476,
28349,C02475,
22590,C02474,
28351,C02474,
81490,C18086,
4914,C10560,
81491,C18087,
23,C10561,
81492,C18088,
4915,C10562,
81493,C18089,
81113,C17471,
81487,C18082,
81112,C17470,
69042,C18083,
81115,C17473,
81488,C18084,
81114,C17472,
81489,C18085,
2701,C10568,
81494,C18090,
2552,C10567,
81495,C18092,
2708,C10569,
55327,C18091,
7670,C10564,
4976,C10563,
2551,C10566,
2452,C10565,
27507,C02478,
40886,C02479,
17458,C02442,
81111,C17469,
44485,C02441,
81110,C17468,
16232,C02444,
81484,C18079,
67410,C17467,
81109,C17466,
81108,C17465,
81107,C17464,
27464,C02440,
36285,C17463,
81106,C17462,
61516,C18073,
81105,C17461,
81104,C17460,
81479,C18071,
81480,C18072,
4361,C10550,
81482,C18077,
1959,C10551,
81483,C18078,
81481,C18075,
48622,C18076,
4410,C10555,
4401,C10554,
1730,C10553,
1729,C10552,
4645,C10559,
81486,C18081,
543841,C10558,
81485,C18080,
4553,C10557,
4429,C10556,
16111,C02445,
17567,C02446,
7686,C02447,
51833,C18068,
670,C02455,
82587,C19599,
61514,C18069,
8092,C02454,
81102,C17456,
82586,C19598,
81103,C17459,
10782,C02452,
24182,C17458,
33098,C19597,
27962,C02451,
81099,C17452,
81101,C17455,
81100,C17454,
44313,C18060,
82583,C19592,
82582,C19591,
55412,C18061,
82581,C19590,
81477,C18062,
81098,C17451,
48399,C18063,
81097,C17450,
48398,C18064,
35371,C19596,
78586,C19595,
82585,C19595,
50243,C18066,
78577,C19594,
82584,C19594,
9971,C10540,
50451,C18067,
10038,C10542,
10037,C10541,
582,C10544,
2375,C10543,
2932,C10546,
79,C10545,
3737,C10548,
81478,C18070,
3222,C10547,
65684,C10549,
16109,C02457,
82576,C19582,
82577,C19583,
82578,C19584,
78582,C19585,
81091,C17440,
82574,C19580,
82575,C19581,
70438,C17443,
81093,C17444,
70440,C17441,
81092,C17442,
30725,C19586,
81095,C17447,
82579,C19587,
82580,C19588,
81094,C17445,
66150,C17446,
16778,C04608,
16013,C04606,
27669,C17449,
17978,C04604,
9714,C10538,
123,C10539,
9507,C10536,
9643,C10537,
9429,C10534,
9442,C10535,
9358,C10532,
9428,C10533,
27494,C10530,
118,C10531,
82568,C19573,
82569,C19574,
82567,C19571,
30563,C19572,
82566,C19570,
81083,C17430,
81084,C17431,
82573,C19579,
61011,C17432,
28071,C04611,
32934,C17433,
81085,C17434,
82571,C19577,
81086,C17435,
82572,C19578,
82570,C19575,
81087,C17436,
48729,C19576,
81088,C17437,
81090,C17439,
160,C04617,
81089,C17438,
9045,C10527,
17867,C04613,
62420,C04613,
9183,C10529,
27896,C04615,
10263,C04614,
8616,C10523,
8633,C10524,
8898,C10525,
115,C10526,
8359,C10520,
8600,C10521,
8602,C10522,
37737,C03090,
16271,C03092,
16508,C02480,
16074,C03091,
53555,C19560,
82559,C19561,
17313,C03093,
82560,C19562,
82561,C19563,
27813,C03095,
15408,C02485,
82562,C19564,
69074,C17425,
17484,C03098,
15604,C02486,
82563,C19565,
81079,C17426,
28749,C03097,
269,C02487,
82564,C19566,
81077,C17423,
15583,C02488,
66879,C19567,
81078,C17424,
82565,C19568,
81075,C17421,
66951,C19569,
81076,C17422,
18185,C02483,
61,C02484,
62444,C17420,
8251,C10518,
8329,C10519,
67347,C10516,
16720,C10517,
17893,C02489,
81082,C17429,
81081,C17428,
81080,C17427,
69437,C10510,
7797,C10511,
17556,C10514,
109,C10515,
7886,C10512,
7910,C10513,
27517,C02490,
27338,C19551,
82554,C19552,
82553,C19550,
50818,C19555,
16011,C02498,
81068,C17412,
82556,C19556,
17043,C02499,
81069,C17413,
82555,C19553,
42017,C02496,
81070,C17414,
74728,C19554,
16413,C02497,
81071,C17415,
82558,C19559,
16020,C02494,
27479,C02495,
82557,C19557,
27857,C02492,
70436,C17410,
15660,C19558,
27380,C02493,
81067,C17411,
66703,C10505,
6937,C10506,
7014,C10507,
105,C10508,
81073,C17417,
7775,C10509,
81072,C17416,
62440,C17419,
81074,C17418,
512,C10500,
9953,C10501,
99,C10502,
100,C10503,
6728,C10504,
7020,C10709,
6657,C10708,
17832,C04517,
7505,C10707,
16418,C04518,
6574,C10706,
209,C04515,
6406,C10705,
17527,C04516,
10285,C10704,
6404,C10703,
28809,C04514,
28242,C10702,
6142,C10701,
28032,C10700,
17470,C03062,
1254,C03063,
1543,C03068,
17157,C04512,
15486,C03069,
17449,C04510,
16943,C03064,
15968,C03065,
32809,C03066,
16207,C03067,
17171,C04506,
73468,C10719,
7625,C10719,
16046,C04507,
6632,C10718,
27602,C04508,
17149,C04502,
7891,C10715,
28968,C04503,
6629,C10714,
16844,C04504,
7892,C10717,
8323,C04505,
6630,C10716,
6564,C10711,
6563,C10710,
6565,C10713,
69581,C10712,
35343,C03051,
16965,C03052,
17354,C03050,
28187,C03059,
16446,C04501,
17605,C03057,
18278,C04500,
28578,C03058,
17681,C03056,
7803,C10728,
12427,C04537,
6738,C10727,
10070,C10726,
2271,C04535,
7639,C10725,
15432,C04536,
10324,C10729,
8199,C10720,
6735,C10724,
9698,C10723,
6734,C10722,
8899,C10721,
1868,C03080,
17224,C03081,
15836,C03082,
1931,C03083,
1932,C03084,
1953,C03085,
1954,C03086,
16455,C04530,
2024,C03087,
16964,C03088,
2233,C04534,
8173,C10737,
16068,C04524,
8883,C10736,
17038,C04525,
8918,C10739,
27599,C04526,
8917,C10738,
28018,C04527,
15615,C04529,
7315,C10731,
10437,C10730,
7949,C10733,
7687,C10732,
8839,C10735,
8625,C10734,
17639,C03070,
1734,C03074,
16775,C03071,
21374,C19781,
35347,C03072,
30749,C03077,
18062,C03078,
1790,C03076,
28695,C04521,
15844,C04520,
32811,C03079,
17337,C04522,
9534,C03028,
16766,C04559,
16754,C04558,
81135,C17498,
16814,C04555,
18032,C04556,
81136,C17499,
81134,C17496,
16989,C04553,
16524,C03027,
16577,C04554,
68657,C17497,
18016,C04552,
16044,C03023,
81128,C17490,
81129,C17491,
81132,C17494,
81133,C17495,
81130,C17492,
81131,C17493,
17501,C04547,
36390,C04547,
17727,C03019,
10979,C04546,
17663,C04546,
17283,C04549,
28867,C03017,
29081,C04548,
17462,C03018,
28714,C04543,
15970,C03015,
17078,C04544,
29187,C04545,
17435,C03012,
83942,C19720,
18061,C03011,
17261,C04540,
7396,C04541,
63203,C19738,
61678,C19737,
68236,C20132,
18345,C04579,
48405,C04579,
8740,C02319,
28922,C02314,
17999,C02315,
18226,C03043,
15886,C04573,
52775,C04573,
65047,C04573,
15913,C03042,
18197,C04574,
18129,C03045,
35410,C02311,
16982,C03044,
28608,C04572,
16652,C03047,
15559,C04577,
18430,C04578,
16812,C03046,
61699,C19734,
11320,C03049,
17314,C03049,
15622,C04575,
18082,C04576,
15391,C03040,
60,C03039,
15907,C02306,
17287,C02305,
27924,C02304,
15959,C02303,
17262,C03034,
15341,C03033,
16239,C04561,
17734,C03032,
22450,C03032,
28769,C04562,
28070,C03031,
16507,C04563,
15392,C03037,
36775,C03037,
15390,C03036,
15508,C03035,
17477,C03030,
16206,C04590,
15565,C04592,
36707,C04598,
27670,C04597,
109895,C20157,
17963,C04599,
15654,C04594,
15607,C04593,
16598,C04596,
27767,C04581,
28062,C04580,
16544,C04589,
27853,C04587,
17132,C04586,
15953,C04584,
2196,C04583,
28096,C04582,
50756,C20142,
63120,C03000,
16820,C03001,
28089,C03004,
16394,C03005,
36557,C03005,
17417,C03002,
49124,C03003,
27449,C03007,
73356,C20164,
55479,C19706,
65318,C19709,
63741,C20199,
81580,C18201,
81579,C18200,
81582,C18203,
81581,C18202,
81584,C18205,
81583,C18204,
81585,C18206,
81586,C18208,
81587,C18209,
81591,C18214,
81590,C18213,
81589,C18212,
52280,C18211,
55328,C18218,
55330,C18217,
81593,C18216,
81592,C18215,
81588,C18210,
81594,C18219,
81144,C17508,
81145,C17509,
81140,C17504,
81141,C17505,
81142,C17506,
81143,C17507,
81512,C18110,
81513,C18111,
81137,C17501,
81514,C18112,
55409,C17500,
81515,C18113,
81139,C17503,
81516,C18114,
81138,C17502,
81517,C18115,
81518,C18116,
81519,C18117,
81520,C18118,
81521,C18119,
81511,C18109,
81502,C18100,
81505,C18103,
81506,C18104,
81503,C18101,
81504,C18102,
81509,C18107,
81510,C18108,
81507,C18105,
81508,C18106,
81159,C17526,
81160,C17527,
81161,C17528,
81162,C17529,
81529,C18130,
61122,C18131,
61158,C18132,
81530,C18133,
81535,C18138,
81536,C18139,
81154,C17521,
81153,C17520,
81531,C18134,
81156,C17523,
81532,C18135,
81155,C17522,
81533,C18136,
81158,C17525,
81534,C18137,
81157,C17524,
9380,C17517,
81151,C17518,
81149,C17515,
81150,C17516,
81152,C17519,
81523,C18121,
81524,C18122,
81522,C18120,
60430,C18129,
81146,C17510,
81527,C18127,
81528,C18128,
81148,C17514,
62771,C17513,
81147,C17512,
81525,C18123,
81526,C18124,
80247,C16019,
80246,C16018,
81548,C18157,
80245,C16017,
81547,C18156,
80244,C16016,
81550,C18159,
50014,C16015,
81549,C18158,
50004,C16014,
80243,C16013,
80242,C16012,
80241,C16011,
80240,C16010,
76032,C18151,
44194,C18150,
81544,C18153,
74628,C18152,
81546,C18155,
81545,C18154,
80238,C16008,
80239,C16009,
80235,C16005,
81542,C18148,
80234,C16004,
39346,C18147,
80237,C16007,
81541,C18146,
80236,C16006,
81540,C18145,
53731,C16001,
80231,C16000,
80233,C16003,
80232,C16002,
81543,C18149,
81537,C18140,
81539,C18144,
81538,C18143,
39421,C18142,
47136,C18141,
81566,C18180,
80259,C16035,
80258,C16034,
80257,C16033,
81565,C18179,
81564,C18178,
80261,C16039,
76290,C16038,
80260,C16037,
81561,C18175,
67204,C18174,
81563,C18177,
81562,C18176,
81559,C18171,
80256,C16032,
30322,C18170,
80255,C16031,
81560,C18173,
80254,C16030,
66868,C18172,
80250,C16023,
64628,C16022,
75431,C16025,
80251,C16024,
80252,C16027,
81558,C18169,
80253,C16029,
81557,C18168,
65004,C18167,
52026,C16028,
81556,C18166,
81555,C18165,
81554,C18164,
81553,C18162,
81552,C18161,
81551,C18160,
80249,C16021,
80248,C16020,
65008,C17583,
65018,C17582,
81574,C18195,
65027,C17581,
33237,C18192,
65046,C17580,
33279,C18193,
2518,C10671,
81577,C18198,
2883,C10672,
81578,C18199,
81575,C18196,
4952,C10670,
81576,C18197,
28798,C02321,
17021,C02320,
65098,C17589,
16464,C02323,
65043,C17588,
65044,C17587,
65110,C17586,
65112,C17585,
81199,C17584,
9619,C02328,
32863,C02324,
28813,C02325,
64557,C02325,
9552,C02327,
10562,C10676,
69446,C10675,
4316,C10674,
2884,C10673,
5094,C10679,
5093,C10678,
4994,C10677,
81191,C17570,
37845,C18181,
81567,C18182,
81192,C17572,
81568,C18183,
24750,C17571,
81569,C18184,
81570,C18185,
75451,C18186,
75437,C18187,
4512,C10660,
81571,C18188,
4721,C10661,
81198,C17578,
81572,C18189,
10095,C02334,
81197,C17577,
17953,C02333,
69414,C17579,
15543,C02331,
81194,C17574,
17683,C02330,
81193,C17573,
81196,C17576,
81195,C17575,
27926,C02337,
27586,C02338,
15507,C02335,
28645,C02336,
4749,C10663,
4722,C10662,
4750,C10665,
2404,C10664,
27396,C10667,
4950,C10666,
2516,C10669,
26723,C18191,
4951,C10668,
81573,C18190,
5060,C10693,
5620,C10694,
5617,C10691,
5618,C10692,
6720,C10690,
32806,C02341,
36,C02343,
15605,C02345,
15405,C02344,
16178,C02347,
15677,C02348,
6082,C10699,
6008,C10698,
6001,C10697,
5792,C10696,
5769,C10695,
28758,C10680,
5197,C10681,
6698,C10682,
23053,C17590,
5266,C10683,
76103,C17592,
76106,C17592,
81200,C17591,
81202,C17594,
81201,C17593,
15447,C02352,
37166,C02352,
81204,C17596,
17253,C02351,
81203,C17595,
15678,C02350,
81206,C17598,
81205,C17597,
28340,C02356,
35619,C02356,
74359,C02356,
28637,C02355,
81207,C17599,
27652,C02354,
27844,C02353,
19577,C02359,
27839,C02359,
30793,C02357,
5541,C10689,
5497,C10688,
5462,C10685,
27769,C10684,
5480,C10687,
5479,C10686,
20021,C02364,
28665,C02364,
81173,C17546,
81174,C17547,
17397,C02366,
81171,C17544,
18037,C02367,
81172,C17545,
17023,C02360,
62231,C17542,
67981,C17543,
16327,C02362,
67975,C17540,
27990,C02363,
36648,C02363,
62232,C17541,
2436,C10631,
2437,C10632,
5759,C10630,
2730,C10635,
6094,C10636,
6093,C10633,
2438,C10634,
2738,C10639,
2734,C10637,
6097,C10638,
81176,C17549,
81175,C17548,
81165,C17533,
2118,C02377,
81166,C17534,
16586,C02378,
32396,C02378,
81167,C17535,
27772,C02375,
81168,C17536,
27551,C02376,
17998,C02373,
77700,C17530,
81163,C17531,
20364,C02371,
27893,C02371,
81164,C17532,
17602,C02372,
30747,C02370,
120,C10620,
5517,C10621,
5535,C10622,
9786,C10623,
9969,C10624,
10042,C10625,
10116,C10626,
5722,C10627,
435764,C10628,
2435,C10629,
37777,C17538,
81169,C17537,
81170,C17539,
16368,C02379,
81187,C17564,
81188,C17565,
81185,C17562,
81186,C17563,
29016,C02385,
52971,C17568,
61683,C17569,
81189,C17566,
81190,C17567,
17977,C02389,
6451,C10650,
81183,C17560,
81184,C17561,
2208,C02380,
50667,C02380,
2212,C02381,
6644,C10657,
6645,C10658,
3964,C10655,
4428,C10656,
3214,C10653,
3452,C10654,
6643,C10651,
3204,C10652,
4435,C10659,
15977,C02395,
81178,C17551,
81179,C17552,
81180,C17553,
17177,C02394,
33227,C02394,
64694,C17554,
78420,C17555,
60468,C17556,
31788,C17557,
81181,C17558,
33308,C02391,
29323,C02390,
81177,C17550,
2902,C10644,
2903,C10645,
67246,C10646,
2985,C10647,
6098,C10640,
2921,C10641,
2803,C10642,
2804,C10643,
81182,C17559,
2986,C10648,
3203,C10649,
29656,C11995,
29630,C11996,
29461,C11993,
29706,C11994,
29665,C11999,
29650,C11997,
29649,C11998,
29613,C11992,
29614,C11991,
29658,C11990,
1109,C05802,
27752,C05803,
29543,C11959,
1110,C05800,
29533,C11958,
1107,C05801,
29545,C11957,
1269,C05807,
28711,C05804,
28753,C05805,
36492,C11952,
37047,C11951,
2063,C05808,
20092,C11950,
50116,C05809,
28231,C02699,
29532,C11956,
29544,C11955,
6025,C02695,
11222,C02691,
5711,C02692,
16031,C02693,
29525,C11968,
29531,C11960,
29538,C11963,
29539,C11965,
29526,C11964,
29537,C11967,
29527,C11966,
17373,C02685,
18390,C02686,
36498,C02686,
17423,C02683,
17714,C02684,
17551,C02681,
15691,C02682,
1606,C05828,
71028,C05829,
28104,C05827,
27891,C05824,
1010,C05825,
19450,C05825,
53013,C05822,
29535,C11979,
28580,C05823,
29528,C11976,
29540,C11975,
29530,C11974,
29542,C11973,
29529,C11972,
29541,C11971,
28855,C05821,
286,C05820,
61645,C05820,
27688,C05815,
39564,C05817,
28192,C05818,
1233,C05811,
1235,C05812,
28423,C05813,
28636,C05814,
29626,C11987,
29625,C11986,
29504,C11989,
29627,C11988,
18151,C05819,
29534,C11983,
29524,C11982,
29624,C11985,
29522,C11984,
29523,C11980,
29536,C11981,
40407,C05810,
29045,C01596,
16441,C01594,
17351,C01595,
18131,C01592,
16419,C01593,
16832,C01590,
6426,C01591,
16796,C01598,
3720,C06910,
3752,C06917,
47780,C06918,
3749,C06915,
3750,C06916,
3738,C06913,
3745,C06914,
27899,C06911,
3732,C06912,
3696,C06909,
52010,C06905,
3647,C06906,
3614,C06902,
30886,C01513,
6572,C01513,
30632,C01512,
15864,C01514,
7476,C01517,
17303,C01516,
7570,C01518,
4702,C06969,
4670,C06967,
4657,C06965,
4646,C06963,
4638,C06961,
20674,C01523,
8386,C01523,
16503,C01528,
16065,C01527,
18043,C01526,
27568,C01529,
4784,C06977,
4788,C06978,
157175,C06979,
50845,C06973,
251408,C06976,
4753,C06975,
4708,C06970,
66964,C06972,
4710,C06971,
17967,C01537,
18186,C01536,
9380,C01533,
28428,C06988,
28988,C06989,
4856,C06980,
9239,C06986,
4877,C06984,
25629,C01530,
28842,C01530,
9352,C01531,
27518,C01548,
17193,C01547,
30845,C01546,
17935,C01545,
5050,C06999,
5000,C06996,
5004,C06997,
10033,C01541,
28054,C01542,
15782,C01540,
28097,C06990,
59773,C06928,
3901,C06926,
3814,C06925,
3766,C06924,
49566,C06923,
3764,C06922,
28859,C01554,
2790,C01555,
18293,C01557,
22868,C01558,
3098,C01558,
65109,C01559,
15676,C01551,
15336,C01550,
2687,C01553,
2624,C01552,
3761,C06921,
4317,C06939,
4026,C06933,
4305,C06936,
4046,C06935,
4071,C01567,
16698,C01566,
17702,C01569,
17340,C01564,
28616,C01563,
17793,C01562,
17933,C01561,
3994,C06930,
3996,C06931,
4024,C06932,
4470,C06947,
4464,C06946,
4450,C06944,
4495,C06949,
49575,C06948,
4911,C01576,
47916,C01579,
18054,C01573,
30814,C01572,
15407,C01575,
4727,C01574,
30813,C01571,
28225,C01570,
47781,C06943,
4356,C06940,
119573,C06941,
4551,C06956,
28544,C06955,
101278,C06958,
4591,C06957,
16069,C01589,
5855,C01588,
18089,C01586,
30776,C01585,
28061,C01582,
28260,C01582,
16800,C01581,
4511,C06950,
4514,C06951,
490877,C06953,
4530,C06954,
27440,C05831,
27631,C05832,
2323,C05830,
73346,C20465,
43689,C02640,
18261,C02642,
28367,C02645,
28386,C02646,
64555,C02646,
16671,C02647,
16711,C02648,
67375,C20462,
62223,C05839,
62251,C05839,
28873,C05838,
29028,C05837,
64962,C05837,
1098,C05835,
28254,C05834,
50616,C05840,
27748,C05841,
27410,C05842,
27838,C05843,
30531,C02656,
17637,C02657,
36658,C02657,
2125,C02654,
17901,C02655,
62111,C02655,
22307,C02658,
28465,C02658,
15348,C02659,
28371,C05849,
1845,C05848,
78396,C05848,
27756,C05845,
74218,C05845,
27694,C05844,
37531,C05847,
55337,C05847,
8784,C05850,
49000,C05853,
28794,C05851,
28478,C05852,
74809,C20489,
17194,C02661,
16017,C02660,
15945,C02669,
16547,C02666,
27824,C05856,
27588,C05855,
27845,C05859,
18396,C05860,
28067,C05861,
37633,C05864,
15712,C02675,
17281,C02674,
16957,C02673,
15965,C02672,
18268,C02670,
4676,C02678,
74811,C20490,
30805,C02679,
74810,C20491,
4613,C02677,
37638,C05869,
37637,C05868,
59093,C05868,
10583,C02607,
46987,C02604,
27535,C02603,
27426,C02605,
15586,C02612,
15464,C02611,
27418,C02617,
28100,C02616,
36941,C02615,
29003,C02614,
30936,C02614,
207496,C20441,
27811,C05894,
27692,C05893,
16329,C05892,
28138,C05898,
28214,C05897,
27457,C05895,
16738,C02625,
28248,C02628,
28295,C02627,
18328,C02621,
16228,C02623,
17084,C02630,
17275,C02631,
18202,C01507,
28480,C01508,
62321,C01508,
1581,C02639,
28065,C02638,
17404,C01504,
30918,C02637,
6102,C01505,
16758,C02636,
27636,C01506,
17403,C02635,
17092,C02634,
17447,C01500,
16587,C02633,
5391,C01501,
16135,C02632,
28591,C01502,
11412,C05906,
15758,C05906,
27843,C05905,
25863,C05904,
28510,C05904,
28499,C05903,
1579,C05902,
28814,C05901,
50436,C11898,
32897,C11899,
30042,C11896,
30041,C11897,
6417,C05909,
30037,C11894,
28436,C05908,
30038,C11895,
27686,C05907,
29550,C11893,
29517,C11892,
29518,C11891,
29519,C11890,
15417,C11874,
15419,C11875,
29611,C11872,
29609,C11873,
30232,C11878,
29616,C11879,
29502,C11876,
50061,C11877,
29598,C11871,
29604,C11870,
52482,C11883,
29654,C11884,
29652,C11885,
52483,C11886,
29509,C11887,
29615,C11888,
29653,C11889,
29651,C11880,
29510,C11882,
29659,C11881,
30088,C11857,
29602,C11856,
29592,C11855,
29600,C11854,
29589,C11853,
29709,C11851,
73113,C11850,
27814,C05949,
21285,C05947,
6331,C05947,
18412,C05945,
4083,C05946,
62213,C05946,
29596,C11859,
27373,C05944,
29588,C11858,
36751,C05942,
82144,C19010,
1241,C05941,
82145,C19011,
82146,C19012,
38858,C19013,
16158,C02590,
16308,C02591,
82150,C19018,
36259,C02592,
82151,C19019,
15532,C02593,
45807,C02595,
82147,C19014,
27982,C02596,
82148,C19015,
38949,C19016,
82149,C19017,
29467,C11866,
29599,C11865,
29593,C11868,
32903,C11867,
17616,C02588,
29595,C11862,
32906,C11861,
32902,C11864,
29605,C11863,
7386,C05936,
27809,C05938,
28004,C05939,
27657,C05932,
29594,C11869,
7101,C05933,
82154,C19023,
82155,C19024,
48957,C05931,
38813,C19021,
82153,C19022,
82152,C19020,
16249,C02582,
82159,C19029,
29590,C11860,
8480,C02581,
39411,C19027,
27714,C02587,
82158,C19028,
82156,C19025,
82157,C19026,
30619,C11831,
15433,C11830,
28010,C05929,
8098,C02578,
28964,C02577,
29486,C11834,
29607,C11833,
27699,C02579,
38259,C11832,
929,C05923,
29640,C11839,
44074,C05924,
29484,C11838,
3110,C05921,
29643,C11837,
27985,C05922,
2251,C05927,
27862,C05928,
48954,C05925,
28670,C05926,
8338,C05920,
17800,C02574,
17642,C02575,
15421,C02576,
15960,C02571,
57589,C02571,
18013,C02572,
28537,C05918,
29639,C11840,
27635,C05919,
29637,C11842,
43778,C11841,
16172,C02569,
29644,C11844,
29466,C11843,
17312,C02567,
29563,C11846,
29638,C11845,
29472,C11848,
48026,C05911,
69440,C11847,
15618,C05912,
15619,C05913,
29479,C11849,
2998,C05914,
6562,C05915,
6796,C05916,
5949,C05917,
82135,C19001,
82136,C19002,
82134,C19000,
17691,C02564,
82139,C19005,
16354,C02565,
82140,C19006,
21645,C02562,
82137,C19003,
82138,C19004,
16984,C02560,
82143,C19009,
82141,C19007,
82142,C19008,
33421,C19059,
82185,C19058,
82184,C19057,
82183,C19056,
82182,C19055,
82181,C19054,
82180,C19053,
82179,C19052,
82178,C19051,
82177,C19050,
82186,C19060,
28600,C01493,
17620,C01494,
5291,C01498,
82194,C19069,
5078,C01495,
28757,C01496,
82192,C19066,
82191,C19065,
82193,C19068,
38904,C19067,
82188,C19062,
4439,C01490,
82187,C19061,
82190,C19064,
82189,C19063,
82195,C19070,
82196,C19071,
16980,C01499,
82168,C19039,
27618,C01484,
48965,C01484,
82167,C19038,
17322,C01485,
82166,C19037,
29219,C01486,
82165,C19036,
4093,C01487,
16433,C01481,
17395,C01481,
36281,C01481,
82161,C19031,
82160,C19030,
82164,C19035,
82163,C19034,
23012,C19033,
82162,C19032,
17459,C01489,
16689,C01488,
27672,C01488,
82175,C19048,
82174,C19047,
16866,C01474,
82176,C19049,
15368,C01471,
15335,C01470,
8925,C19040,
39243,C19042,
82169,C19041,
82171,C19044,
82170,C19043,
82173,C19046,
82172,C19045,
16684,C01479,
78734,C01479,
18231,C01478,
18388,C01477,
82220,C19098,
82221,C19099,
82218,C19096,
82219,C19097,
82216,C19094,
82217,C19095,
82199,C19074,
82200,C19075,
82197,C19072,
82198,C19073,
82203,C19078,
82204,C19079,
82201,C19076,
82202,C19077,
50244,C19082,
82206,C19081,
82205,C19080,
50245,C19083,
82207,C19084,
82208,C19085,
82209,C19086,
38214,C19087,
82210,C19088,
82211,C19089,
82213,C19091,
82212,C19090,
82215,C19093,
82214,C19092,
4047,C01419,
27958,C01416,
17074,C01418,
28024,C01417,
15743,C01412,
28093,C01411,
17695,C01414,
48775,C01413,
3146,C01410,
5390,C01425,
30778,C01424,
17376,C01420,
17989,C01421,
17682,C01408,
16579,C01403,
13248,C01402,
16449,C01401,
16716,C01407,
15365,C01405,
2818,C01404,
17578,C01455,
30765,C01456,
17658,C01457,
9798,C01458,
27922,C01452,
17814,C01451,
36635,C01454,
45980,C01453,
17087,C01450,
17847,C01468,
35239,C01469,
17231,C01467,
10057,C01464,
16954,C01460,
15771,C01433,
16183,C01438,
28358,C01432,
78320,C01432,
18058,C01444,
8290,C01445,
16200,C01448,
17433,C01449,
472805,C01443,
7489,C01441,
27894,C02543,
37646,C05974,
28936,C05973,
29469,C11948,
28831,C05979,
29483,C11949,
29714,C11946,
37296,C05977,
73332,C05977,
29478,C11947,
25459,C11940,
28437,C02548,
26137,C11941,
17529,C02549,
23285,C11944,
29742,C11945,
18085,C02545,
27049,C11942,
5500,C02546,
27050,C11943,
29164,C02554,
29162,C02553,
28494,C05980,
16618,C05981,
62415,C05983,
1148,C05984,
50613,C05984,
27976,C05985,
28905,C05986,
29489,C11935,
37439,C11936,
38249,C11937,
25460,C11938,
28673,C05989,
25458,C11939,
29715,C11930,
16625,C02557,
29716,C11931,
29717,C11932,
17706,C02555,
29728,C11933,
29473,C11934,
2136,C02521,
15650,C05952,
27820,C05953,
27562,C05950,
28666,C05951,
27595,C05959,
29722,C11928,
28130,C05958,
37002,C11929,
27485,C05957,
76289,C11926,
27647,C05956,
29724,C11927,
27555,C05955,
36999,C11924,
28099,C05954,
63264,C11925,
28140,C02522,
42606,C02522,
30940,C11922,
29729,C11923,
29733,C11920,
2571,C02525,
29732,C11921,
16205,C02526,
17260,C02527,
16755,C02528,
37713,C02532,
17002,C02530,
28158,C05961,
28269,C05962,
28728,C05963,
28667,C05964,
28442,C05960,
29612,C11917,
69438,C11918,
29730,C11919,
15628,C05966,
29568,C11913,
15626,C05965,
27498,C11915,
10525,C11916,
27801,C11916,
4610,C02535,
29074,C02536,
10502,C11910,
27948,C11911,
4372,C02533,
16648,C02534,
29726,C11912,
5010,C02539,
17160,C02537,
17474,C02538,
44278,C20328,
16562,C02505,
1178,C02504,
35128,C02504,
27682,C02507,
35344,C02506,
64037,C02501,
30939,C11901,
32898,C11900,
16540,C02502,
29601,C11905,
50375,C11904,
29118,C11903,
29739,C11902,
16515,C02509,
27645,C11909,
30906,C11909,
37009,C02508,
27678,C11908,
16128,C11907,
29678,C11906,
84254,C20339,
27565,C02518,
1643,C02517,
27847,C02515,
1506,C02514,
17058,C02513,
